Công Ty TNHH Sản Xuất Thương Mại Quốc Tế An Dương	Hải Dương	Thôn Kỳ Tây, Xã Cẩm Chế, Huyện Thanh Hà, Tỉnh Hải Dương	Sản xuất sản phẩm từ plastic	0801220864	17-08-2017
Công Ty TNHH Một Thành Viên Đt & Tm Dịch Vụ Khánh Ngọc	Hải Dương	Thôn Cam Lộ, Xã Tân Việt, Huyện Thanh Hà, Tỉnh Hải Dương	Vận tải hàng hóa bằng đường bộ	0801219636	01-08-2017
Công Ty TNHH Một Thành Viên Hoàng Thắng Phúc An	Hải Dương	Đội 4, An Lão, Xã Thanh Khê, Huyện Thanh Hà, Tỉnh Hải Dương	Bán lẻ máy vi tính, thiết bị ngoại vi, phần mềm và thiết bị viễn thông trong các cửa hàng chuyên doanh	0801219315	26-07-2017
Công Ty Cổ Phần Dược Phẩm Pulipha	Hải Dương	Thôn Cổ Chẩm, Xã Việt Hồng, Huyện Thanh Hà, Tỉnh Hải Dương	Sản xuất thực phẩm khác chưa được phân vào đâu	0801217614	05-07-2017
Công Ty Cổ Phần Sản Xuất Và Dịch Vụ Thương Mại Vlxd Cường Thịnh 68	Hải Dương	Thôn cập Nhất, Xã Tiền Tiến, Huyện Thanh Hà, Tỉnh Hải Dương	Sản xuất sản phẩm chịu lửa	0801216025	19-06-2017
Công Ty TNHH Tm & Dv Giải Trí Hải Bình	Hải Dương	Thôn 2, Xã Thanh Xá, Huyện Thanh Hà, Tỉnh Hải Dương	Hoạt động của các công viên vui chơi và công viên theo chủ đề	0801216089	19-06-2017
Công Ty TNHH Viễn Thông Hoàng Gia Hd	Hải Dương	Thôn Đồng Bửa, Xã Thanh Bính, Huyện Thanh Hà, Tỉnh Hải Dương	Đại lý, môi giới, đấu giá	0801216177	19-06-2017
Công Ty TNHH Viễn Thông Hải Cường	Hải Dương	Thôn An Liệt, Xã Thanh Hải, Huyện Thanh Hà, Tỉnh Hải Dương	Đại lý, môi giới, đấu giá	0801216184	19-06-2017
Công Ty TNHH Xây Dựng Và Thương Mại Lâm Tú	Hải Dương	Đội 1 Xóm Đông, Xã Hồng Lạc, Huyện Thanh Hà, Tỉnh Hải Dương	Xây dựng nhà các loại	0801216145	19-06-2017
Công Ty TNHH Chăn Nuôi Hương Nghĩa	Hải Dương	Thôn Cập Nhất, Xã Tiền Tiến, Huyện Thanh Hà, Tỉnh Hải Dương	Chăn nuôi trâu, bò	0801215712	13-06-2017
Công Ty Cổ Phần Thương Mại Vận Tải Xây Dựng Hoàng Long	Hải Dương	Thôn Ngoại Đàm, Xã Phượng Hoàng, Huyện Thanh Hà, Tỉnh Hải Dương	Xây dựng công trình kỹ thuật dân dụng khác	0801215303	06-06-2017
Công Ty Cổ Phần Mạnh Tuấn Hd	Hải Dương	Thôn Ngọc Lộ , Xã Tân Việt, Huyện Thanh Hà, Tỉnh Hải Dương	Vận tải hàng hóa bằng đường bộ	0801214596	30-05-2017
Công Ty TNHH Đầu Tư Xây Dựng Số 68	Hải Dương	Thôn Phúc Giới, Xã Thanh Bính, Huyện Thanh Hà, Tỉnh Hải Dương	Xây dựng công trình kỹ thuật dân dụng khác	0801213842	17-05-2017
Công Ty TNHH Mtv Thanh Hà Hd	Hải Dương	Thôn Thiện Trang, Xã Thanh Xuân, Huyện Thanh Hà, Tỉnh Hải Dương	Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống	0801212711	27-04-2017
Công Ty TNHH Một Thành Viên Dương Ánh	Hải Dương	Thôn Thuần Mỹ, Xã Vĩnh Lập, Huyện Thanh Hà, Tỉnh Hải Dương	Xây dựng công trình kỹ thuật dân dụng khác	0801212422	24-04-2017
Công Ty Cổ Phần Dịch Vụ Thương Mại Tân Việt Phát	Hải Dương	Thôn Vạn Tuế, Xã Tân Việt, Huyện Thanh Hà, Tỉnh Hải Dương	Đại lý, môi giới, đấu giá	0801212447	24-04-2017
Công Ty TNHH Kính An Toàn Số 1 Hải Dương	Hải Dương	Thôn Hạ Vĩnh, Xã Thanh Bính, Huyện Thanh Hà, Tỉnh Hải Dương	Sản xuất thuỷ tinh và sản phẩm từ thuỷ tinh	0801212052	17-04-2017
Doanh Nghiệp Tư Nhân Công Đại Hd	Hải Dương	Thôn Lập Lễ, Xã Thanh Hồng, Huyện Thanh Hà, Tỉnh Hải Dương	Chế biến và bảo quản rau quả	0801211355	11-04-2017
Công Ty TNHH Lộc Phát Hải Dương	Hải Dương	thôn Xuân An, Xã Thanh Khê, Huyện Thanh Hà, Tỉnh Hải Dương	Xây dựng nhà các loại	0801210753	07-04-2017
Công Ty TNHH Thương Mại Và Du Lịch Công Thành	Hải Dương	Thôn Xuân An, Xã Thanh Khê, Huyện Thanh Hà, Tỉnh Hải Dương	Đại lý du lịch	0801208779	24-03-2017
Công Ty TNHH Đầu Tư Thương Mại Và Dịch Vụ Duy Hưng	Hải Dương	Đội 3, Xóm Bắc, Xã Hồng Lạc, Huyện Thanh Hà, Tỉnh Hải Dương	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	0801207849	17-03-2017
Công Ty TNHH Nước Sinh Hoạt Thanh An	Hải Dương	Thôn Văn Tảo, Xã Thanh An, Huyện Thanh Hà, Tỉnh Hải Dương	Khai thác, xử lý và cung cấp nước	0801207630	15-03-2017
Công Ty TNHH Một Thành Viên Sản Xuất Và Thương Mại Đại Thành Nam	Hải Dương	Thôn Văn Mạc, Xã Liên Mạc, Huyện Thanh Hà, Tỉnh Hải Dương	Gia công cơ khí; xử lý và tráng phủ kim loại	0801207408	10-03-2017
Công Ty TNHH Thương Mại Và Dịch Vụ Nasun Hải Dương	Hải Dương	Xóm 4, Xã Thanh Hải, Huyện Thanh Hà, Tỉnh Hải Dương	Xây dựng nhà các loại	0801205859	23-02-2017
Công Ty TNHH Venus Feed	Hải Dương	Thôn Hoàng Xá, Xã Quyết Thắng, Huyện Thanh Hà, Tỉnh Hải Dương	Sản xuất khác chưa được phân vào đâu	0801205217	15-02-2017
Công Ty TNHH Tm&dv Viễn Thông Kiều Loan	Hải Dương	Xóm 8, thôn 2, Xã Phượng Hoàng, Huyện Thanh Hà, Tỉnh Hải Dương	Bán lẻ máy vi tính, thiết bị ngoại vi, phần mềm và thiết bị viễn thông trong các cửa hàng chuyên doanh	0801204975	13-02-2017
Công Ty TNHH Tuấn Linh Mtv	Hải Dương	Thôn Hoàng Xá, Xã Quyết Thắng, Huyện Thanh Hà, Tỉnh Hải Dương	Đại lý, môi giới, đấu giá	0801204904	10-02-2017
Công Ty TNHH Môi Trường Xanh Thanh Hà Hd	Hải Dương	Thôn Cổ Chẩm, Xã Việt Hồng, Huyện Thanh Hà, Tỉnh Hải Dương	Thu gom rác thải không độc hại	0801199387	27-12-2016
Công Ty TNHH Một Thành Viên Trường Thanh Hd	Hải Dương	Thôn Cam Lộ, Xã Tân Việt, Huyện Thanh Hà, Tỉnh Hải Dương	Bán buôn đồ dùng khác cho gia đình	0801197799	26-12-2016
Công Ty TNHH Tư Vấn Du Học Quốc Tế Đức Nhật	Hải Dương	Khu Cầu Rặm, Xã Thanh Khê, Huyện Thanh Hà, Tỉnh Hải Dương	Cung ứng và quản lý nguồn lao động	0801197693	23-12-2016
Công Ty TNHH Trường Thi Studio	Hải Dương	Thôn Xuân An, Xã Thanh Khê, Huyện Thanh Hà, Tỉnh Hải Dương	Hoạt động dịch vụ phục vụ hôn lễ	0801193434	13-12-2016
Công Ty TNHH Xd & Tm Tuấn Khoa	Hải Dương	Xóm Mới, Xã Hồng Lạc, Huyện Thanh Hà, Tỉnh Hải Dương	Xây dựng công trình đường sắt và đường bộ	0801193226	08-12-2016
Công Ty TNHH Một Thành Viên May W.n.	Hải Dương	Thôn Du La - Xã Cẩm Chế - Huyện Thanh Hà - Hải Dương		0801192529	28-11-2016
Công Ty TNHH Việt Dũng Th	Hải Dương	Thôn Đông Phan - Xã Tân An - Huyện Thanh Hà - Hải Dương	Hoạt động của đại lý và môi giới bảo hiểm	0801192166	18-11-2016
Công Ty Cổ Phần Xuất Nhập Khẩu May Mặc Act	Hải Dương	Xóm 8, thôn Lai Xá - Xã Thanh Thủy - Huyện Thanh Hà - Hải Dương	May trang phục (trừ trang phục từ da lông thú)	0801191677	10-11-2016
Chi Nhánh Công Ty TNHH Xăng Dầu Trung Đông Tại Hải Dương	Hải Dương	Thôn Thiệu Trang - Xã Thanh Xuân - Huyện Thanh Hà - Hải Dương	Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan	0201743502-001	26-10-2016
Công Ty TNHH Một Thành Viên Dịch Vụ Và Thương Mại Hùng Hằng	Hải Dương	Đội 1 - Xã Thanh Khê - Huyện Thanh Hà - Hải Dương	Bán mô tô, xe máy	0801188434	12-09-2016
CôNG TY TNHH VậN TảI HàNH KHáCH Và HàNG HóA NAM VIệT	Hải Dương	Thôn Thiệu Mỹ - Xã Vĩnh Lập - Huyện Thanh Hà - Hải Dương	Vận tải hành khách đường bộ khác	0801188138	08-09-2016
CôNG TY TNHH DịCH Vụ Và THươNG MạI ĐạI THàNH LONG	Hải Dương	Thôn Cam Lộ - Xã Tân Việt - Huyện Thanh Hà - Hải Dương	Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan	0801187945	06-09-2016
CôNG TY TNHH SảN XUấT DịCH Vụ Và THươNG MạI THIêN Hà	Hải Dương	Thôn Mạc Thủ - Xã Liên Mạc - Huyện Thanh Hà - Hải Dương		0801187381	24-08-2016
DOANH NGHIệP Tư NHâN VàNG BạC HạNH HằNG	Hải Dương	Thôn Du La - Xã Cẩm Chế - Huyện Thanh Hà - Hải Dương		0801186726	09-08-2016
CôNG TY TNHH VậN TảI TâN TRườNG 339	Hải Dương	Thôn Cam Lộ - Xã Tân Việt - Huyện Thanh Hà - Hải Dương		0801186349	02-08-2016
CôNG TY Cổ PHầN KINH DOANH NướC SạCH HồNG LạC	Hải Dương	Xóm Mới, thôn Đoài - Xã Hồng Lạc - Huyện Thanh Hà - Hải Dương		0801186028	29-07-2016
CôNG TY TNHH ĐIệN LựC THANH XUâN	Hải Dương	Thôn Thiện Trang - Xã Thanh Xuân - Huyện Thanh Hà - Hải Dương		0801185793	27-07-2016
Công Ty TNHH May Mặc Đại Dương Việt Nam	Hải Dương	Thôn Cổ Chẩm - Xã Việt Hồng - Huyện Thanh Hà - Hải Dương	Sản xuất hàng may sẵn (trừ trang phục)	0801184493	06-07-2016
Công Ty Cổ Phần Thương Mại Dịch Vụ Anh Phát Computer	Hải Dương	Thôn Phúc Giới - Xã Thanh Bính - Huyện Thanh Hà - Hải Dương	Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm	0801183997	29-06-2016
Công Ty TNHH May An Đông	Hải Dương	Đội 2, thôn Tiên Tảo - Xã Thanh An - Huyện Thanh Hà - Hải Dương	May trang phục (trừ trang phục từ da lông thú)	0801183676	27-06-2016
