Chi Nhánh Số 01- Công Ty Cổ Phần Thương Mại Dịch Vụ Tân Yên	Bắc Giang	Thôn Lộc Ninh - Xã Ngọc Châu - Huyện Tân Yên - Bắc Giang	Sản xuất vật liệu xây dựng từ đất sét	2400290843-001	10-01-2013
Công Ty Cổ Phần Tư Vấn Xây Dựng Hoàng Minh Bắc Giang	Bắc Giang	Thôn Đồng Kim - Xã Song Vân - Huyện Tân Yên - Bắc Giang	Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan	2400632543	07-01-2013
Công Ty TNHH Một Thành Viên Duy Khương Pallet	Bắc Giang	Thôn Cả - Xã Ngọc Thiện - Huyện Tân Yên - Bắc Giang	Cưa, xẻ, bào gỗ và bảo quản gỗ	2400631363	03-01-2013
Công Ty TNHH Forconn	Bắc Giang	Thôn Cầu Đồng 9 - Xã Ngọc Lý - Huyện Tân Yên - Bắc Giang	Bán buôn thiết bị và linh kiện điện tử, viễn thông	2400628956	11-12-2012
Chi Nhánh Công Ty Cổ Phần Dược Phẩm Bắc Giang Tại Tân Yên	Bắc Giang	Chợ Mọc - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Bán buôn dược phẩm và dụng cụ y tế	2400277401-008	30-11-2012
Công Ty TNHH Thương Mại, Tư Vấn Và Xây Dựng 868	Bắc Giang	Số nhà 07, phố Hoàng Hoa Thám - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Xây dựng nhà các loại	2400625289	09-11-2012
Hợp tác xã dịch vụ điện xã Tân Trung	Bắc Giang	Xóm Đanh - Huyện Tân Yên - Bắc Giang	Hoạt động dịch vụ phục vụ cá nhân khác	2400624278	30-10-2012
Tòa án nhân dân huyện Tân Yên	Bắc Giang	Phố Mới - Huyện Tân Yên - Bắc Giang	Hoạt động pháp luật	2400624285	30-10-2012
Công Ty TNHH Bảo Hiểm Linh Xuân	Bắc Giang	Phố Mới, thôn đội 7 - Xã Nhã Nam - Huyện Tân Yên - Bắc Giang	Hoạt động của đại lý và môi giới bảo hiểm	2400623771	22-10-2012
Công Ty TNHH Xnk & Tmdv Aripo Việt Nam	Bắc Giang	Số nhà 3E, tòa nhà 4C đường Nguyễn Thị Minh Khai, Phường Dĩnh Kế, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn đồ dùng khác cho gia đình	2400811895	27-03-2017
Công Ty Cổ Phần Đầu Tư Xây Dựng Ninh Sơn	Bắc Giang	Số 128 đường Giáp Hải, Phường Dĩnh Kế, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Sản xuất bê tông và các sản phẩm từ xi măng và thạch cao	2400811870	27-03-2017
Công Ty TNHH Một Thành Viên Gians	Bắc Giang	Số nhà 160, đường Thân Nhân Trung, Phường Mỹ Độ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn thực phẩm	2400811824	27-03-2017
Công Ty Cổ Phần Đầu Tư Ttb Bắc Giang	Bắc Giang	Lô N05/N04, Khu nhà ở thương mại Vĩnh Ninh, đường Đào Sự Tích, Phường Hoàng Văn Thụ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê	2400811817	24-03-2017
Công Ty TNHH  Tmdv Quảng Cáo Và In Hà Thành	Bắc Giang	Số 04 Phố Lê Lý, Phường Hoàng Văn Thụ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	In ấn	2400811768	24-03-2017
Công Ty TNHH Xd Và Tm Vĩnh Ninh	Bắc Giang	Số 222 xóm Lò, Xã Tân Mỹ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan	2400811775	24-03-2017
Công Ty TNHH Thực Phẩm Liên Hồng	Bắc Giang	Số 64 đường Thôn Giếng, Xã Tân Mỹ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn thực phẩm	2400811736	23-03-2017
Công Ty TNHH Tm Nga Linh	Bắc Giang	Số 23 đường Nguyễn Văn Cừ, Phường Ngô Quyền, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	2400811655	23-03-2017
Công Ty TNHH Gia Đình Nguyễn	Bắc Giang	Số 768 đường Hoàng Hoa Thám, Xã Song Mai, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Vận tải hàng hóa bằng đường bộ	2400811687	23-03-2017
Công Ty TNHH Dịch Vụ Trường Phong	Bắc Giang	Số nhà 45 đường Thân Khuê, Khu 34, Xã Song Mai, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Nhà hàng và các dịch vụ ăn uống phục vụ lưu động	2400811609	22-03-2017
Công Ty TNHH Gia Công Cơ Khí Chính Xác Khuôn & Kim Loại Woosung Bắc Giang Việt Nam	Bắc Giang	Số 01 Ngõ 2 Khu Phố Hòa Yên, Phường Thọ Xương, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Gia công cơ khí; xử lý và tráng phủ kim loại	2400811503	22-03-2017
Công Ty TNHH Xd Và Tm Tân Tiến Bắc Giang	Bắc Giang	Xóm Tích Sơn, thôn An Phong, Xã Tân Tiến, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Xây dựng nhà các loại	2400811454	20-03-2017
Công Ty TNHH Nghệ Thuật Ahc	Bắc Giang	Số 113 đường Nguyễn Thị Lưu 2, Phường Ngô Quyền, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Giáo dục văn hoá nghệ thuật	2400811207	20-03-2017
Công Ty TNHH Thương Mại - Dịch Vụ Tuấn Hương	Bắc Giang	Thôn Đông Lý, Xã Tân Mỹ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Cưa, xẻ, bào gỗ và bảo quản gỗ	2400811398	20-03-2017
Công Ty TNHH Văn Minh Số	Bắc Giang	Số nhà 63A ngõ 259 đường Giáp Hải, Phường Dĩnh Kế, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Lập trình máy vi tính	2400811408	17-03-2017
Công Ty TNHH Cẩm Viên	Bắc Giang	Số 10 - Hoàng Hoa Thám - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Hoạt động của các cơ sở thể thao	2400621598	27-09-2012
Công Ty Cổ Phần Xuất Khẩu Nhiên Liệu Xanh	Bắc Giang	Thôn Ba Làng - Xã Quế Nham - Huyện Tân Yên - Bắc Giang	Cưa, xẻ, bào gỗ và bảo quản gỗ	2400621301	20-09-2012
Công Ty TNHH Asiaconn	Bắc Giang	Thôn Cầu Đồng 9 - Xã Ngọc Lý - Huyện Tân Yên - Bắc Giang	Bán buôn thiết bị và linh kiện điện tử, viễn thông	2400620322	10-09-2012
Công Ty TNHH Một Thành Viên Dịch Vụ Thương Mại Tổng Hợp Hương Vũ	Bắc Giang	Thôn Hậu - Xã Cao Xá - Huyện Tân Yên - Bắc Giang	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	2400620354	10-09-2012
Công Ty TNHH Một Thành Viên Sx - Tm Mạnh Cường	Bắc Giang	phố Tân Hòa - Thị trấn Nhã Nam - Huyện Tân Yên - Bắc Giang	Bán buôn than đá và nhiên liệu rắn khác	2400619285	04-09-2012
Văn phòng Công chứng Nguyễn Tư Khoa	Bắc Giang	60 Phố Mới - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Hoạt động công chứng và chứng thực	2400617792	16-08-2012
Công Ty TNHH Xây Dựng - Thương Mại Thiên Trúc Bg	Bắc Giang	Thôn Đình Giã - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Xây dựng nhà các loại	2400617369	10-08-2012
Công Ty TNHH Một Thành Viên Thương Mại Ngọc Linh Bắc Giang	Bắc Giang	Phố Mới - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Bán buôn than đá và nhiên liệu rắn khác	2400616975	09-08-2012
Công Ty TNHH Sản Xuất Gạch Ngói Đất Việt	Bắc Giang	Thôn Hạ - Xã Cao Xá - Huyện Tân Yên - Bắc Giang	Sản xuất vật liệu xây dựng từ đất sét	2400615192	20-07-2012
Hợp Tác Xã Tiến Hoàng	Bắc Giang	Quang Châu - Xã Ngọc Châu - Huyện Tân Yên - Bắc Giang	Trồng trọt, chăn nuôi hỗn hợp	2400614872	18-07-2012
Công Ty TNHH Một Thành Viên Hậu Hải	Bắc Giang	Số nhà 42 phố Hoàng Hoa Thám - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Cung ứng và quản lý nguồn lao động trong nước	2400613614	10-07-2012
Công Ty TNHH Một Thành Viên Dũng Hậu	Bắc Giang	Số nhà 42 phố Hoàng Hoa Thám - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Cung ứng và quản lý nguồn lao động	2400613068	04-07-2012
Văn Phòng Đại Diện Công Ty CP Tư Vấn Đầu Tư Và Xây Dựng Văn Bằng	Bắc Giang	Số 19 phố Mới - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Xây dựng nhà các loại	2400488480-003	29-06-2012
Công Ty CP Đầu Tư Công Nghiệp Và Tmdv Tân Yên	Bắc Giang	Khu Lăng Cao - Xã Cao Xá - Huyện Tân Yên - Bắc Giang	Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê	2400608075	04-06-2012
Công Ty TNHH Công Trình Long Vận	Bắc Giang	Phố Mới - Xã Việt Ngọc - Huyện Tân Yên - Bắc Giang	Bán buôn máy móc, thiết bị và phụ tùng máy khác	2400605324	11-05-2012
Công Ty TNHH Mtv Tổ Chức Sự Kiện Công Tài Victory	Bắc Giang	Số 11 ngõ 134 đường Lê Lợi, Phường Lê Lợi, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Hoạt động dịch vụ phục vụ hôn lễ	2400811341	17-03-2017
Công Ty TNHH Phương Nam Vina Star	Bắc Giang	Số 750 phố Bãi Bò, Xã Tân Mỹ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Cung ứng và quản lý nguồn lao động	2400811253	15-03-2017
Công Ty Cổ Phần Vĩnh Phát Bg	Bắc Giang	Thôn Mỹ Cầu, Xã Tân Mỹ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp	2400811260	15-03-2017
Công Ty TNHH Đầu Tư Và Phát Triền Minh Quân	Bắc Giang	Số nhà 31, thôn Ba, Xã Tân Mỹ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Dịch vụ hỗ trợ giáo dục	2400811197	15-03-2017
Công Ty TNHH Đầu Tư Công Nghiệp Nam Ninh	Bắc Giang	KM số 3, QL1A(cũ), cụm công nghiệp Tân Mỹ, Xã Tân Mỹ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Sản xuất sản phẩm từ plastic	2400811172	15-03-2017
Công Ty Cổ Phần Đầu Tư Và Phát Triển Bg	Bắc Giang	Lô 15,khu nhà ở thương mại Công ty cổ phần xuất nhập khẩu Bắc Giang, đường Nguyễn Khắc Nhu, Phường Trần Nguyên Hãn, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Dịch vụ hỗ trợ giáo dục	2400811221	15-03-2017
Công Ty Cổ Phần Xây Dựng Nông Nghiệp Và Phát Triển Nông Thôn Bắc Giang	Bắc Giang	Số 123 đường Hùng Vương, Phường Hoàng Văn Thụ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Xây dựng công trình kỹ thuật dân dụng khác	2400811119	14-03-2017
Công Ty TNHH Thương Mại Và Dịch Vụ D-ktech	Bắc Giang	Số 42 đường Hoàng Hoa Thám, Phường Đa Mai, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan	2400811126	14-03-2017
Công Ty TNHH Xây Dựng Và Thương Mại 257	Bắc Giang	Thôn Nguộn, Xã Dĩnh Trì, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan	2400811140	14-03-2017
Công Ty TNHH T&h Bắc Giang	Bắc Giang	Số nhà 35, ngõ 191 đường Nguyễn Thị Lưu 2, Phường Ngô Quyền, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	2400811013	13-03-2017
Công Ty TNHH Giáo Dục Đào Tạo Và Tư Vấn Du Học Meiji	Bắc Giang	Số nhà 33 đường Lưu Nhân Trú, Phường Trần Nguyên Hãn, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Dịch vụ hỗ trợ giáo dục	2400811020	13-03-2017
Công Ty TNHH An San Vina	Bắc Giang	Số nhà 12, ngõ 13 tổ dân phố Hòa Sơn, Phường Đa Mai, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Tái chế phế liệu	2400810958	10-03-2017
Công Ty TNHH Thương Mại Và Dịch Vụ Avf	Bắc Giang	Số 201 đường Nguyễn Thị Lưu 2, Phường Ngô Quyền, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn thực phẩm	2400811006	10-03-2017
Công Ty Cổ Phần Quốc Tế Tqt	Bắc Giang	Số nhà 14, ngõ 108 đường Bảo Ngọc, Phường Đa Mai, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Xây dựng nhà các loại	2400810891	09-03-2017
Công Ty Cổ Phần Xây Dựng Cass	Bắc Giang	Số 37, đường Lều Văn Minh,  Phường Xương Giang, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Xây dựng nhà các loại	2400810901	09-03-2017
Chi Nhánh Công Ty Cổ Phần Tập Đoàn Đầu Tư Thương Mại Công Nghiệp King Han Tại Bắc Giang	Bắc Giang	Thôn Việt Hùng - Xã Việt Ngọc - Huyện Tân Yên - Bắc Giang	Xây dựng nhà các loại	0102024031-001	04-05-2012
Công Ty TNHH Một Thành Viên Tư Vấn Và Đầu Tư Xây Dựng Phát Đạt	Bắc Giang	Cả Am - Xã Phúc Hòa - Huyện Tân Yên - Bắc Giang	Xây dựng nhà các loại	2400602926	03-05-2012
Công Ty TNHH Một Thành Viên Kiến Trúc Đô Thị Dương Quốc	Bắc Giang	Lô CN4,cụm công nghiệp Đồng Đình - Xã Cao Thượng - Huyện Tân Yên - Bắc Giang	Xây dựng nhà các loại	2400601707	25-04-2012
Trường mầm non An Dương Số 2	Bắc Giang	Thôn Ngàn Am - Xã An Dương - Huyện Tân Yên - Bắc Giang	Giáo dục mầm non	2400473526-078	19-04-2012
Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Hợp Tác Và Phát Triển Kinh Bắc	Bắc Giang	Phố Lao Động - Thị trấn Nhã Nam - Huyện Tân Yên - Bắc Giang	Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh	2400592178	22-03-2012
Trường mầm non Ngọc Thiện số 2	Bắc Giang	Thọ điền - Xã Ngọc Thiện - Huyện Tân Yên - Bắc Giang	Giáo dục mầm non	2400473526-077	15-03-2012
Chi Nhánh Số 3 Tại Bắc Giang - Công Ty TNHH Vận Tải Hành Khách Và Dịch Vụ Thương Mại Việt Hưng	Bắc Giang	Phố Tân Quang - Thị trấn Nhã Nam - Huyện Tân Yên - Bắc Giang	Bán buôn ô tô và xe có động cơ khác	2300379897-007	13-03-2012
Công Ty TNHH Một Thành Viên Thương Mại Sơn Hà Bắc Giang	Bắc Giang	Phố Tiến Thắng - Thị trấn Nhã Nam - Huyện Tân Yên - Bắc Giang	Cho thuê ôtô	2400589104	05-03-2012
Trường mầm non Cao Xá số 2	Bắc Giang	Thôn Thượng - Xã Cao Xá - Huyện Tân Yên - Bắc Giang	Giáo dục mầm non	2400473526-076	01-03-2012
Công Ty TNHH Một Thành Viên Dịch Vụ Thương Mại Thức ăn Gia Súc Hiệp Tài	Bắc Giang	Chợ Cũ - Xã Đại Hóa - Huyện Tân Yên - Bắc Giang	Sản xuất thức ăn gia súc, gia cầm và thuỷ sản	2400588012	27-02-2012
Công Ty Trách Nhiệm Hữu Hạn Xe Máy Long Nguyệt	Bắc Giang	Phố Tiến Thắng - Thị trấn Nhã Nam - Huyện Tân Yên - Bắc Giang	Bán lẻ mô tô, xe máy	2400588069	27-02-2012
Trường mầm non Ngọc Vân số 2	Bắc Giang	Làng Thị - Xã Ngọc Vân - Huyện Tân Yên - Bắc Giang	Giáo dục mầm non	2400473526-075	24-02-2012
Trường mầm non Việt Ngọc số 2	Bắc Giang	Phố mới - Xã Việt Ngọc - Huyện Tân Yên - Bắc Giang	Giáo dục mầm non	2400473526-074	22-02-2012
Công Ty TNHH Một Thành Viên Sản Xuất Nhựa, Keo Toàn Cầu	Bắc Giang	xóm Tè - Xã Song Vân - Huyện Tân Yên - Bắc Giang	Vận tải hàng hóa bằng đường bộ	2400581835	03-01-2012
Công Ty CP Tư Vấn Và Xây Dựng 568	Bắc Giang	Phố Mới - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Xây dựng nhà các loại	2400576747	07-12-2011
Công Ty TNHH Thuỷ Sản Và Du Lịch An Lợi	Bắc Giang	Số 104/2 đường Lê Lai, Tỉnh Bắc Giang		2400429929	24-02-2009
Công Ty TNHH Tmdv Đ&t	Bắc Giang	số 39 đường Thân Nhân Trung, Phường Mỹ Độ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán lẻ khác trong các cửa hàng kinh doanh tổng hợp	2400810796	09-03-2017
Công Ty TNHH Ann-vn	Bắc Giang	Số 49 đường Nguyễn Thị Lưu, Phường Ngô Quyền, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện	2400810852	09-03-2017
Công Ty TNHH Giải Pháp Tài Chính Việt	Bắc Giang	Phòng 907, chung cư Quang Minh 15 tầng, Phường Hoàng Văn Thụ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Hoạt động tư vấn quản lý	2400810877	09-03-2017
Công Ty TNHH Indicophar Phúc An	Bắc Giang	Số nhà 12, Ngõ 11, Đường Á Lữ, Phường Trần Phú, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn thực phẩm	2400810549	08-03-2017
Công Ty TNHH Thương Mại Và Xuất Nhập Khẩu T&j Việt Nam	Bắc Giang	Lô 23, khu tái định cư Xương Giang,  Phường Xương Giang, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán lẻ nhiên liệu động cơ trong các cửa hàng chuyên doanh	2400810725	07-03-2017
Công Ty TNHH Thiết Kế Và Xây Dựng Thành Hưng	Bắc Giang	Số 71 đường Hùng Vương, Phường Ngô Quyền, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan	2400810690	06-03-2017
Công Ty TNHH Truyền Thông Đa Phương Tiện Smarttech	Bắc Giang	Lô 2 đường Trần Nguyên Hãn, Phường Thọ Xương, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Tư vấn máy vi tính và quản trị hệ thống máy vi tính	2400810669	06-03-2017
Công Ty TNHH Hoàng Đồng Bắc Giang	Bắc Giang	Số nhà 181B đường Giáp Hải, Phường Dĩnh Kế, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê	2400810588	02-03-2017
Công Ty TNHH Vật Liệu Hợp Kim Boviet Vina	Bắc Giang	Lô B5, B6 KCN Song Khê - Nôi Hoàng, Xã Song Khê, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Sản xuất kim loại màu và kim loại quý	2400810531	02-03-2017
Công Ty TNHH Thương Mại Và Xuất Nhập Khẩu Dk Vina	Bắc Giang	Số 11, Ngõ 44 Tân Ninh, Phường Trần Phú, Thành phố  Bắc Giang, Tỉnh Bắc Giang	May trang phục (trừ trang phục từ da lông thú)	2400810316	02-03-2017
Công Ty Cổ Phần Thương Mại Và Xây Dựng Kiến Trúc Xanh	Bắc Giang	Số 15, Ngõ 16, Phố Lê Lý, Phường Hoàng Văn Thụ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Xây dựng nhà các loại	2400810330	02-03-2017
Công Ty TNHH Một Thành Viên Hùng Cường Bắc Giang	Bắc Giang	Lô5 N5 đường Trần Quang Khải, Phường Thọ Xương, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Phá dỡ	2400810411	01-03-2017
Công Ty TNHH Tm Và Dv Việt Cường	Bắc Giang	Số 363 đường Nguyễn Thị Minh Khai, Phường Dĩnh Kế, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn ô tô và xe có động cơ khác	2400810404	01-03-2017
Công Ty TNHH Tư Vấn Công Nghệ Tài Nguyên Nước Và Môi Trường Bắc Giang	Bắc Giang	Số 33, ngõ 4 đường Ngô Trang, Phường Trần Nguyên Hãn, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu	2400810355	01-03-2017
Công Ty TNHH Tm - Dv Hoàng Hải	Bắc Giang	Lô 55, 56 đường 398, Xóm Ba, Xã Tân Mỹ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	2400810475	01-03-2017
Trung tâm phát triển quỹ đất và cụm công nghiệp huyện Tân Yên	Bắc Giang	Phố Mới - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Hoạt động quản lý nhà nước nói chung và kinh tế tổng hợp	2400576881	07-12-2011
Công Ty TNHH Một Thành Viên Thương Mại Và Dịch Vụ Tổng Hợp Thái Bình	Bắc Giang	Thôn Lãn Tranh 1 - Xã Liên Chung - Huyện Tân Yên - Bắc Giang	Bán buôn gạch xây, ngói, đá, cát, sỏi	2400575856	28-11-2011
Công Ty Cổ Phần Truyền Thông An Đông	Bắc Giang	Thôn Cầu Trấn - Xã Quang Tiến - Huyện Tân Yên - Bắc Giang	Bán buôn thiết bị và linh kiện điện tử, viễn thông	2400575895	28-11-2011
Công Ty Trách Nhiệm Hữu Hạn Tư Vấn Đầu Tư Xây Dựng Và Thương Mại Khải Sơn	Bắc Giang	Số nhà 99 phố Hoàng Hoa Thám - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Xây dựng nhà các loại	2400572580	07-11-2011
Công Ty TNHH Một Thành Viên Phát Triển Công Trình	Bắc Giang	Thôn Bùi - Xã Cao Thượng - Huyện Tân Yên - Bắc Giang	Xây dựng công trình công ích	2400572615	07-11-2011
Công Ty TNHH Vật Liệu Xây Dựng Tân Lộc	Bắc Giang	Thôn Việt Hùng - Xã Việt Ngọc - Huyện Tân Yên - Bắc Giang	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	2400571435	31-10-2011
Công Ty Trách Nhiệm Hữu Hạn Phương Ngọc Linh	Bắc Giang	Cầu Xi - Xã Ngọc Châu - Huyện Tân Yên - Bắc Giang	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	2400571033	24-10-2011
Công Ty TNHH Một Thành Viên Vượng Dũng	Bắc Giang	Thôn Trại Mới - Xã Ngọc Châu - Huyện Tân Yên - Bắc Giang	Khai thác đá, cát, sỏi, đất sét	2400570449	21-10-2011
Công Ty TNHH Việt Thái P.S.T	Bắc Giang	thôn Vân Chung - Xã Lam Cốt - Huyện Tân Yên - Bắc Giang	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	2400568344	10-10-2011
Công Ty TNHH Một Thành Viên Lợi Cường	Bắc Giang	xóm Tân Tiến - Xã Song Vân - Huyện Tân Yên - Bắc Giang	Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan	2400568270	10-10-2011
Hợp tác xã dịch vụ cây xanh Ngọc Vân	Bắc Giang	làng thị - Xã Ngọc Vân - Huyện Tân Yên - Bắc Giang	Nông nghiệp và hoạt động dịch vụ có liên quan	2400565872	21-09-2011
Công Ty TNHH Một Thành Viên Sinh Vật Cảnh Thành Long	Bắc Giang	Số 58 Phố Mới - Thị trấn Cao Thượng - Huyện Tân Yên - Bắc Giang	Trồng hoa, cây cảnh	2400565537	20-09-2011
Công Ty CP Đầu Tư & Thương Mại Xây Dựng Visenpec	Bắc Giang	Cầu Đồng - Xã Ngọc Lý - Huyện Tân Yên - Bắc Giang	Xây dựng nhà các loại	2400563723	16-09-2011
Chi Nhánh Doanh Nghiệp Tư Nhân Đại Lý Việt An Tại Huyện Tân Yên	Bắc Giang	Phố Mới, thôn Đội 7 - Xã Nhã Nam - Huyện Tân Yên - Bắc Giang	Hoạt động của đại lý và môi giới bảo hiểm	2400292495-004	05-09-2011
Văn Phòng Đại Diện Doanh Nghiệp Tư Nhân Đại Lý Việt An Tại Tân Yên	Bắc Giang	Phố Mới, thôn đội 7 - Xã Nhã Nam - Huyện Tân Yên - Bắc Giang	Hoạt động của đại lý và môi giới bảo hiểm	2400292495-003	18-08-2011
Công Ty TNHH Thương Mại, Dịch Vụ Và Đầu Tư Trí Việt	Bắc Giang	Số 350 đường Lê Lợi, Tỉnh Bắc Giang		2400353395	20-04-2006
Công Ty TNHH Thương Mại Và Kỹ Thuật An Vinh	Bắc Giang	202, Đường Hoàng Hoa Thám, Phường Đa Mai, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Sản xuất linh kiện điện tử	2400809695	28-02-2017
Công Ty TNHH Hưng Nguyên Tân Thịnh	Bắc Giang	Số 119 đường Giáp Hải, Phường Dĩnh Kế, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Vận tải hành khách đường bộ khác	2400810274	28-02-2017
Công Ty TNHH Một Thành Viên Sơn Hà Hiệp Hòa	Bắc Giang	Lô 39-N31 Khu Dân Cư Số 2, Phường Dĩnh Kế, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Sản xuất hàng may sẵn (trừ trang phục)	2400809871	22-02-2017
Công Ty TNHH Một Thành Viên Thương Mại Bảo Toàn Bắc Giang	Bắc Giang	Số nhà 58, đường Thân Nhân Trung, Phường Mỹ Độ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Xây dựng nhà các loại	2400809952	21-02-2017
Công Ty TNHH Nha Khoa Hùng Mạnh	Bắc Giang	Số nhà 289 đường Nguyên Hồng, Phường Hoàng Văn Thụ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Sản xuất thiết bị, dụng cụ y tế, nha khoa, chỉnh hình và phục hồi chức năng	2400809832	20-02-2017
Công Ty TNHH Xây Dựng Và Thương Mại - Dịch Vụ Ngọc Khải	Bắc Giang	Số 79, ngõ 291 đường Lê Lợi, Phường Hoàng Văn Thụ, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Xây dựng nhà các loại	2400809857	20-02-2017
Công Ty TNHH Thương Mại Và Vận Tải Du Lịch Thế Giới Mới	Bắc Giang	Số nhà 28, ngõ 53, đường Đồng Cửa, Phường Lê Lợi, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Đại lý du lịch	2400809864	20-02-2017
Công Ty TNHH Tm&xd Hưng Thịnh Đức	Bắc Giang	Tổ 2B, Phường Trần Nguyên Hãn, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Chuẩn bị mặt bằng	2400809790	17-02-2017
Công Ty Cổ Phần Phát Triển Thương Mại Sông Thương	Bắc Giang	Số nhà 58, Ngõ 151, khu Hồ Bắc, Phường Thọ Xương, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	2400809670	17-02-2017
