Công ty xây dựng Duyên Hải	Bắc Giang	138 đường Trần Nguyên Hãn - Thành phố  Bắc Giang - Bắc Giang	Xây dựng công trình kỹ thuật dân dụng	2400278846	20-04-2001
Công Ty CP Vận Tải Thuỷ Bộ Bắc Giang.	Bắc Giang	Số 14, đường Nguyễn Khắc Nhu - Phường Trần Nguyên Hãn - Thành phố  Bắc Giang - Bắc Giang	Vận tải hàng hóa bằng đường bộ	2400278645	16-04-2001
Công ty TNHH Hà Vinh	Bắc Giang	Số 62 Châu Xuyên - Phường Lê Lợi - Thành phố  Bắc Giang - Bắc Giang	Đóng thuyền, xuồng thể thao và giải trí	2400278250	09-04-2001
Công ty Đông Viên	Bắc Giang	112 Tân Ninh phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)	2400278243	09-04-2001
Công Ty TNHH Xây Dựng  Hải âu	Bắc Giang	Khu Dịch vụ giải trí - Công viên Hoàng Hoa Thám - Phường Hoàng Văn Thụ - Thành phố  Bắc Giang - Bắc Giang	Xây dựng công trình kỹ thuật dân dụng	2400278229	05-04-2001
Công ty Giang Sơn	Bắc Giang	70 Lý Thái tổ phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán buôn ô tô và xe có động cơ khác	2400278116	30-03-2001
Công ty TNHH Hồng Sơn	Bắc Giang	75 phố á Lữ phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán buôn máy móc, thiết bị và phụ tùng máy	2400277923	26-03-2001
Công ty Bảo hiểm nhân thọ Bắc Giang	Bắc Giang	158 đường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Bảo hiểm nhân thọ	0100111761-092	05-03-2001
Công Ty Cổ Phần Dược Phẩm Bắc Giang	Bắc Giang	Lô Q3 đường Nguyễn Thị Minh Khai - Phường Hoàng Văn Thụ - Thành phố  Bắc Giang - Bắc Giang	Bán buôn dược phẩm và dụng cụ y tế	2400277401	19-02-2001
Công ty xây dựng Sơn Anh - TNHH	Bắc Giang	Ngõ 1 đương Đàm Thuận Huy - Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Xây dựng công trình kỹ thuật dân dụng	2400277539	19-02-2001
Công ty xây dựng công trình 189 - TNHH	Bắc Giang	Tổ 3-Khu phố I-Dẫy nhà 3-Khu dân cư mớ-Hùng Vương-Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Xây dựng công trình kỹ thuật dân dụng	2400277419	19-02-2001
Công Ty TNHH Sản Xuất Nhựa Việt Quang.	Bắc Giang	Số 376, đường Nguyễn Công Hãng - Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Sản xuất giấy nhăn, bìa nhăn, bao bì từ giấy và bìa	2400277433	19-02-2001
Trung tâm thương mại dịch vụ Lâm nông nghiệp	Bắc Giang	160 đường Xương Giang phường Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Lâm nghiệp và hoạt động dịch vụ có liên quan	2400120030-016	19-02-2001
Công ty xe máy Thanh Huyền	Bắc Giang	Số 86 đường Xương Giang phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán buôn ô tô và xe có động cơ khác	2400277391	12-02-2001
Công ty TNHH Thanh Tân	Bắc Giang	Km số 2 đường 284 xã Song Mai - Thành phố  Bắc Giang - Bắc Giang	Đại lý, môi giới, đấu giá	2400277377	07-02-2001
Công Ty CP Văn Chiến	Bắc Giang	Số 1, L4, đường Hùng Vương - Phường Hoàng Văn Thụ - Thành phố  Bắc Giang - Bắc Giang	Bán buôn đồ dùng khác cho gia đình	2400277384	07-02-2001
Chi nhánh công ty thương mại Bắc Sơn	Bắc Giang	Số 19 Lý Thái Tổ phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống	0100254093-001	07-02-2001
Công Ty TNHH Vận Tải Việt Chiến	Bắc Giang	Số 704 đường Lê Lợi - Phường Hoàng Văn Thụ - Thành phố  Bắc Giang - Bắc Giang	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	2400276038	29-12-2000
Công ty TNHH xuất nhập khẩu Bình An	Bắc Giang	280 Phố Lê Lợi - Thành phố  Bắc Giang - Bắc Giang	Bán buôn máy móc, thiết bị và phụ tùng máy	2400275066	28-12-2000
Công Ty TNHH Bình Minh	Bắc Giang	Cụm công nghiệp Dĩnh Kế - Phường Dĩnh Kế - Thành phố  Bắc Giang - Bắc Giang	Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống	2400274834	15-12-2000
Công ty trách nhiệm hữu hạn Dũng Hà	Bắc Giang	46 đường Xương Giang phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán buôn ô tô và xe có động cơ khác	2400274859	15-12-2000
Công Ty CP Cơ Khí Dịch Vụ Nông Nghiệp	Bắc Giang	Đường Giáp Hải - Phường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Nông nghiệp và hoạt động dịch vụ có liên quan	2400274390	27-11-2000
Công Ty CP Nhựa Bắc Giang	Bắc Giang	Số 190B, đường Hoàng Hoa Thám - Phường Đa Mai - Thành phố  Bắc Giang - Bắc Giang	Sản xuất sản phẩm từ plastic	2400272192	20-10-2000
Công Ty TNHH Xuất Nhập Khẩu Thương Mại Trường Xuân	Bắc Giang	Số 276, đường Xương Giang - Phường Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Sản xuất chế biến thực phẩm	2400272001	29-09-2000
Công ty Tiến Hoàng	Bắc Giang	SN 31 Nguyễn Văn Cừ - Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng	2400271008	25-07-2000
Công ty Tố Bảo Đường	Bắc Giang	70 đường Nguyễn Văn Cừ - Thành phố  Bắc Giang - Bắc Giang	Sản xuất thuốc, hoá dược và dược liệu	2400270300	03-07-2000
Chi nhánh công ty xây dựng công trình 19 (TNHH)	Bắc Giang	Số 165 đường Xương Giang phường Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Xây dựng công trình kỹ thuật dân dụng	2400270212	21-06-2000
Công ty Cường Sơn	Bắc Giang	170 đường Lý Thái Tổ - Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán, sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác	2400266985	15-06-2000
Công ty Việt Mỹ	Bắc Giang	Số nhà 182 đường Trần Nguyên Hãn phường Trần Nguyên Hãn - Thành phố  Bắc Giang - Bắc Giang	Sản xuất các sản phẩm khác từ giấy và bìa chưa được phân vào đâu	2400263977	04-04-2000
Công Ty TNHH Chiến Nga	Bắc Giang	Số 58 đường Lý Thái Tổ - Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Đại lý, môi giới, đấu giá	2400263871	17-03-2000
Nhà Máy Chế Biến Nông Sản Và Thực Phẩm Xuất Khẩu Bắc Giang	Bắc Giang	Thôn Trại Bắc - Phường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Chế biến và bảo quản rau quả	0100101682-004	03-01-2000
Doanh Nghiệp Tư Nhân  Sơn Trang	Bắc Giang	Quốc lộ 1A cũ, ngã 3 đường 398 - Thành phố  Bắc Giang - Bắc Giang	Xây dựng công trình kỹ thuật dân dụng	2400249958	23-11-1999
Doanh Nghiệp TN Sơn Hải	Bắc Giang	Số nhà 61, đường Lý Thái Tổ - Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán lẻ hàng hóa khác trong các cửa hàng chuyên doanh	2400248778	12-10-1999
Trung tâm Huấn luyện và thi đấu thể dục thể thao tỉnh Bắc Giang	Bắc Giang	Số 01 Đường Đàm Thuận Huy - Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán lẻ hàng hóa khác trong các cửa hàng chuyên doanh	2400248785	12-10-1999
Doanh Nghiệp Tư Nhân Trần Đức Anh	Bắc Giang	Đ.Hùng Vương - Phường Hoàng Văn Thụ - Thành phố  Bắc Giang - Bắc Giang	Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan	2400244928	13-08-1999
UBND Xã Xương Giang	Bắc Giang	đường Giáp Hải, xã Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Hoạt động dịch vụ tài chính khác (trừ bảo hiểm và bảo hiểm xã hội)	2400244251	14-07-1999
Công ty Cơ khí hoá chất Hà Bắc	Bắc Giang	Phường Thọ Xương - Thành phố  Bắc Giang - Bắc Giang	Sản xuất các cấu kiện kim loại	2400244195	05-07-1999
Chi nhánh công ty dược Việt Anh	Bắc Giang	321 - Đường Lê lợi - Dĩnh kế - Thành phố  Bắc Giang - Bắc Giang	Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh	2400243138	23-06-1999
Công Ty Cổ Phần Thương Mại Bắc Giang	Bắc Giang	Số 36, đường Nguyễn Văn Cừ - Phường Lê Lợi - Thành phố  Bắc Giang - Bắc Giang	Xây dựng nhà các loại	2400241839	01-06-1999
Công Ty CP  Y Dược Lanq	Bắc Giang	Khu Máy Xay, đường á Lữ - Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Sản xuất thuốc, hoá dược và dược liệu	2400233806	21-04-1999
Trung tâm thông tin di động khu vực I	Bắc Giang	Số 2 điện cơ Việt Đức đường Nguyễn Thị Lưu - TP Bắc Giang - Thành phố  Bắc Giang - Bắc Giang	Viễn thông	0100686209-009	21-04-1999
Trạm chế biến và kinh doanh than Bắc giang	Bắc Giang	79 đường á Lữ - Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán buôn chuyên doanh khác chưa được phân vào đâu	0100100689-017	21-04-1999
CCT Yên Thế QLTTNCN	Bắc Giang	- Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400233877	21-04-1999
Chi cục Thuế thành phố Bắc Giang	Bắc Giang	Số 05 đường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Hoạt động quản lý nhà nước nói chung và kinh tế tổng hợp	2400233813	21-04-1999
Công Ty TNHH  Xe Máy Việt Nhật	Bắc Giang	Số 9, đường Nguyễn Văn Cừ - Phường Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Bán mô tô, xe máy	2400232626	14-04-1999
Công Ty CP  Y Dược Lanq	Bắc Giang	Số 33, ngõ 26 đường Á Lữ, Phường Trần Phú, Thành phố  Bắc Giang, Tỉnh Bắc Giang	Sản xuất thuốc, hoá dược và dược liệu	2400233806-003	09-04-1999
Công Ty Cổ Phần Xe Khách Bắc Giang	Bắc Giang	Số 167 Xương Giang - Phường Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Vận tải đường bộ khác	2400230347	06-04-1999
Bệnh viện đa khoa Tỉnh Bắc Giang	Bắc Giang	Đường Lê Lợi Phường  Hoàng văn  thụ - Thành phố  Bắc Giang - Bắc Giang	Hoạt động của các bệnh viện, trạm xá	2400229574	18-03-1999
Xưởng sửa chữa tàu thuyền - Công ty Hà Vinh	Bắc Giang	- Thành phố  Bắc Giang - Bắc Giang	Đóng thuyền, xuồng thể thao và giải trí	2300124916-001	18-03-1999
Trung tâm y tế Thị xã Bắc Giang	Bắc Giang	190 Nguyễn Văn mẫn - Lê Lợi - Thành phố  Bắc Giang - Bắc Giang	Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa	2400214352	23-01-1999
Phòng văn hoá thông tin và thể thao	Bắc Giang	UBND Thị xã Bắc Giang - Thành phố  Bắc Giang - Bắc Giang	Hoạt động thể thao	2400214345	23-01-1999
Doanh nghiệp tư nhân Ngọc Thành	Bắc Giang	Số nhà 96 khu cơ khí xã Thọ Xương - Thành phố  Bắc Giang - Bắc Giang	Bán buôn gạo, thực phẩm, đồ uống và sản phẩm thuốc lá, thuốc lào	2400213398	04-01-1999
Chi nhánh công ty ắc qui tia sáng Hải Phòng	Bắc Giang	Đường  Xương giang, Ngô quyền - Thành phố  Bắc Giang - Bắc Giang	Sản xuất pin và ắc quy	0200168458-009	02-01-1999
Trường Cao đẳng Kỹ thuật Công nghiệp	Bắc Giang	202 đường Trần Nguyên Hãn, Phường Trần Nguyên Hãn - Thành phố  Bắc Giang - Bắc Giang	Bán lẻ hàng hóa khác trong các cửa hàng chuyên doanh	2400213373	02-01-1999
Công Ty TNHH Một Thành Viên Quản Lý Và Xây Dựng Đường Bộ Bắc Giang	Bắc Giang	Km 5+10, ĐT 295B - Xã Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Hoạt động dịch vụ hỗ trợ cho vận tải	2400213366	26-12-1998
Trạm kinh doanh thực phẩm công ty thực phẩm miền Bắc	Bắc Giang	139 đường Nguyễn văn Cừ - Thành phố  Bắc Giang - Bắc Giang	Bán buôn chuyên doanh khác	0100107099-015	26-12-1998
Xí nghiệp vận tải đường sắt Hà Lạng	Bắc Giang	25 - Đường xương giang - Thành phố  Bắc Giang - Bắc Giang	Vận tải đường sắt	0100106264-014	26-12-1998
Chi nhánh công ty cổ phần cảng  Hà Bắc	Bắc Giang	Số 62 - á lữ - Phường  Trần phú - Thành phố  Bắc Giang - Bắc Giang	Vận tải hàng hóa đường thuỷ nội địa	2300103225-001	26-12-1998
Doanh Nghiệp TN Ngọc Tú	Bắc Giang	Km2 + 200 quốc lộ 1A cũ, xóm Lò - Thành phố  Bắc Giang - Bắc Giang	Bán lẻ nhiên liệu động cơ trong các cửa hàng chuyên doanh	2400213359	26-12-1998
Công ty thương mại Việt Hà	Bắc Giang	162B - Xương giang, Ngô Quyền, Bắc Giang - Thành phố  Bắc Giang - Bắc Giang	Bán, sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác	2400213038	11-12-1998
Công Ty Quảnn Lý Kinh Doanh Chợ Thương	Bắc Giang	Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212147	23-11-1998
Công Ty Quản Lý Công Trình Đô Thị Thị xã Bắc Giang	Bắc Giang	Thị Xã Bắc Giang - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212718	23-11-1998
Phòng Tài Chính Kế Hoạch Thành phố Bắc Giang	Bắc Giang	Đường Ngô Gia Tự Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212725	23-11-1998
Phòng Quản lý đô thị Thành phố Bắc Giang	Bắc Giang	Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212700	23-11-1998
Chi cục thi hành án thành phố Bắc Giang	Bắc Giang	Số  Đường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212690	23-11-1998
UBND Phường Lê Lợi	Bắc Giang	Đường Nguyễn Văn Cừ - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212644	23-11-1998
UBND Phường Thọ Xương	Bắc Giang	Thọ Xương - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212637	23-11-1998
UBND Xã Song Khê	Bắc Giang	Xã Song Khê - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400211383	23-11-1998
UBND Xã Tân Tiến	Bắc Giang	Xã Tân Tiến - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400211337	23-11-1998
UBND Xã Đồng Sơn	Bắc Giang	Xã Đồng Sơn - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400211231	23-11-1998
UBND Xã Dĩnh Trì	Bắc Giang	Xã Dĩnh Trì - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400211584	23-11-1998
UBND Phường Mỹ Độ	Bắc Giang	Tổ dân phố số 4 - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212193	23-11-1998
Chi cục tiêu chuẩn đo lường chất lượng Bắc Giang	Bắc Giang	Đường Nguyễn Văn Cừ - Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212186	23-11-1998
Đội Quản lý trật tự giao thông, xây dựng và môi trường	Bắc Giang	Số 08 Đường Nghĩa Long - Phường  Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212122	23-11-1998
Công An thành phố  Bắc Giang	Bắc Giang	Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400212154	23-11-1998
UBND Xã Tân Mỹ	Bắc Giang	Xã Tân Mỹ - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400211224	23-11-1998
Công An Tỉnh Bắc Giang	Bắc Giang	Số3 Đường Hoàng Văn Thụ Phường Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400210816	21-11-1998
Sở Giao Thông Vận Tải Tỉnh Bắc Giang	Bắc Giang	051 Nguyễn Văn Cừ - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400210809	21-11-1998
Sở Y tế Tỉnh Bắc Giang	Bắc Giang	Đường Hùng Vương - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400210904	21-11-1998
Sở Xây Dựng  Tỉnh Bắc Giang	Bắc Giang	Đường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400210894	21-11-1998
Cục Thi hành án dân sự Tỉnh Bắc Giang	Bắc Giang	Đường Nguyễn Văn Cừ - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400210862	21-11-1998
Phòng Công Chứng Nhà nước số I Tỉnh Bắc Giang	Bắc Giang	Đường Nguyễn Văn Cừ - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400210855	21-11-1998
Sở Tư Pháp Tỉnh Bắc Giang	Bắc Giang	Đường Nguyễn Văn Cừ - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400210848	21-11-1998
Sở Văn hoá, Thể thao và Du lịch Bắc Giang	Bắc Giang	Số 74 Đường Nguyễn Thị Lưu - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400210830	21-11-1998
Sở tài nguyên và môi trường	Bắc Giang	Số 50 Đường Ngô Gia Tự - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400210823	21-11-1998
Sở Kế Hoạch Đầu Tư Tỉnh Bắc Giang	Bắc Giang	Đường Nguyễn Gia Thiều - Thành phố  Bắc Giang - Bắc Giang	Hoạt động tài chính khác	2400210887	21-11-1998
Xí nghiệp lâm sản Bắc Giang - Chi nhánh công ty TNHH một thành viên lâm nghiệp đông Bắc	Bắc Giang	169 đường Xương Giang - Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống	2400120030-008	09-11-1998
Công ty Bảo hiểm Bắc Giang	Bắc Giang	158 đường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Bảo hiểm nhân thọ	0100111761-017	09-11-1998
Chi Nhánh Công Ty Ajinomoto Việt Nam Tại Bắc Giang	Bắc Giang	Cụm công nghiệp Dĩnh Kế - Phường Dĩnh Kế - Thành phố  Bắc Giang - Bắc Giang	Sản xuất thực phẩm khác chưa được phân vào đâu	3600244645-007	15-10-1998
Công ty phương đông	Bắc Giang	156 - Nguyễn Văn Cừ - Lê lợi - Thành phố  Bắc Giang - Bắc Giang	Sản xuất giường, tủ, bàn, ghế	2400209810	21-09-1998
Chi Nhánh Công Ty TNHH Một Thành Viên Xây Lắp Hoá Chất � Hà Bắc	Bắc Giang	Số 228, đường Trần Nguyên Hãn - Phường Thọ Xương - Thành phố  Bắc Giang - Bắc Giang	Xây dựng nhà các loại	0100103827-011	19-09-1998
XN bảo quản nông lâm sản Bắc Giang	Bắc Giang	434 đường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Lâm nghiệp và hoạt động dịch vụ có liên quan	0100103506-003	19-09-1998
Công Ty Điện Lực Bắc Giang	Bắc Giang	đường Nguyễn Khắc Nhu - Phường Trần Nguyên Hãn - Thành phố  Bắc Giang - Bắc Giang	Sản xuất, truyền tải và phân phối điện	0100100417-007	11-09-1998
Ngân hàng Thương mại cổ phần Công thương Việt Nam - Chi nhánh Bắc Giang	Bắc Giang	Tòa nhà Việt Thắng, khu dân cư số 2, đường Hoàng Văn Thụ - Phường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Hoạt động trung gian tiền tệ khác	0100111948-011	11-09-1998
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Bắc Giang	Bắc Giang	Số 2, đường Nguyễn Gia Thiều - Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Hoạt động trung gian tiền tệ khác	0100150619-010	11-09-1998
Công Ty TNHH Một Thành Viên Quản Lý Đường Sắt Hà Lạng	Bắc Giang	Số 06, đường Nguyễn Khắc Nhu - Phường Trần Nguyên Hãn - Thành phố  Bắc Giang - Bắc Giang	Hoạt động dịch vụ hỗ trợ cho vận tải	2400152522	01-09-1998
Công ty TNHH một thành viên Thông tin tín hiệu đường sắt Bắc Giang	Bắc Giang	Số 6A đường Nguyễn Khắc Nhu - Trần Nguyên hãn - Thành phố  Bắc Giang - Bắc Giang	Hoạt động dịch vụ hỗ trợ cho vận tải	2400152755	01-09-1998
Xí nghiệp lâm sản Đông Bắc - chi nhánh công ty TNHH một thành viên lâm nghiệp đông Bắc	Bắc Giang	Số nhà 169B đường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống	2400120030-005	01-09-1998
Xí nghiệp Thiết kế và phục vụ trồng rừng - thuộc Công ty TNHH Một thành viên Lâm nghiệp Đông Bắc	Bắc Giang	Tổ 14 phường Mỹ Độ - Thành phố  Bắc Giang - Bắc Giang	Lâm nghiệp và hoạt động dịch vụ có liên quan	2400120030-006	01-09-1998
Công Ty TNHH Lâm Sản Việt Nam - Newzealand	Bắc Giang	Tổ 6, khu phố 3 - Phường Mỹ Độ - Thành phố  Bắc Giang - Bắc Giang	Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện	2400145204	31-08-1998
Công ty vận tải hành khách Bắc giang	Bắc Giang	167A - Đường xương giang - Thành phố  Bắc Giang - Bắc Giang	Vận tải đường sắt, đường bộ và vận tải đường ống	2400144987	31-08-1998
Công ty vận tải thuỷ bộ Bắc giang	Bắc Giang	Số 14 - Nguyễn khắc nhu - Trần Nguyên Hãn - Thành phố  Bắc Giang - Bắc Giang	Vận tải đường bộ khác	2400144803	31-08-1998
Công ty công trình giao thông Bắc giang	Bắc Giang	171 Nguyễn khắc nhu - Ngô quyền - Thành phố  Bắc Giang - Bắc Giang	Xây dựng công trình kỹ thuật dân dụng	2400144465	31-08-1998
Công ty tư vấn đầu tư xây dựng	Bắc Giang	Ngô quyền - Thành phố  Bắc Giang - Bắc Giang	Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan	2400143983	31-08-1998
Công Ty Cổ Phần Bê Tông Và Xây Dựng Bắc Giang	Bắc Giang	Đường Đàm Thuận Huy - Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan	2400125342	29-08-1998
Công Ty CP Xây Dựng Số 1 Bắc Giang	Bắc Giang	Xương Giang - Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Xây dựng công trình kỹ thuật dân dụng	2400125617	29-08-1998
Công Ty TNHH Một Thành Viên Phân Đạm Và Hoá Chất Hà Bắc	Bắc Giang	đường Trần Nguyên Hãn - Phường Thọ Xương - Thành phố  Bắc Giang - Bắc Giang	Sản xuất phân bón và hợp chất ni tơ	2400120344	29-08-1998
Công Ty CP Tân Xuyên	Bắc Giang	Tầng 2 Trung tâm Thương mại, đường Hùng Vương - Phường Hoàng Văn Thụ - Thành phố  Bắc Giang - Bắc Giang	Sản xuất vật liệu xây dựng từ đất sét	2400121235	29-08-1998
Công ty phát triển nhà và đô thị tỉnh Bắc Giang	Bắc Giang	386 đường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Xây dựng công trình kỹ thuật dân dụng	2400126184	29-08-1998
Công Ty Trách Nhiệm Hữu Hạn Một Thành Viên Cấp Thoát Nước Bắc Giang	Bắc Giang	Số 386, đường Xương Giang - Phường Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Khai thác, xử lý và cung cấp nước	2400126106	29-08-1998
Công ty nhựa Bắc Giang	Bắc Giang	Đường Hoàng Hoa Thám - Thành phố  Bắc Giang - Bắc Giang	Sản xuất sản phẩm từ plastic	2400124846	29-08-1998
Công ty giấy XK Bắc Giang	Bắc Giang	Phường Mỹ Độ - Thành phố  Bắc Giang - Bắc Giang	Sản xuất các sản phẩm khác từ giấy và bìa chưa được phân vào đâu	2400125014	29-08-1998
Công ty lâm sản xuất khẩu Bắc Giang	Bắc Giang	169 đường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống	2400123112	29-08-1998
Công ty giống cây trồng Bắc Giang	Bắc Giang	Xã Thọ Xương - Thành phố  Bắc Giang - Bắc Giang	Nông nghiệp và hoạt động dịch vụ có liên quan	2400119701	29-08-1998
XN Gốm sứ Bắc Giang	Bắc Giang	Xã Song Mai - Thành phố  Bắc Giang - Bắc Giang	Sản xuất vật liệu xây dựng từ đất sét	2400124571	29-08-1998
XN Xay xát và kinh doanh Lương thực Bắc Giang	Bắc Giang	Đường Tân Ninh - Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán lẻ lương thực trong các cửa hàng chuyên doanh	2400113467-001	29-08-1998
Xí nghiệp kinh doanh thuốc lá Bắc Giang	Bắc Giang	Số 3 Lý Thái Tổ - Thành phố  Bắc Giang - Bắc Giang	Bán buôn gạo, thực phẩm, đồ uống và sản phẩm thuốc lá, thuốc lào	2400110723-010	29-08-1998
Cửa hàng Lương Thực Số 2 Bắc Giang	Bắc Giang	Đường Lý thái Tổ phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Bán lẻ lương thực trong các cửa hàng chuyên doanh	2400113467-003	29-08-1998
Cửa hàng Lương thực số 1 Bắc Giang	Bắc Giang	Đường Xương Giang - Ngô Quyền - Thành phố  Bắc Giang - Bắc Giang	Bán lẻ lương thực trong các cửa hàng chuyên doanh	2400113467-002	29-08-1998
Công Ty TNHH Một Thành Viên Xổ Số Kiến Thiết Bắc Giang	Bắc Giang	Số 02, đường Quang Trung - Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Hoạt động xổ số	2400112625	28-08-1998
Công Ty Xăng Dầu Hà Bắc	Bắc Giang	Số 38 Châu Xuyên - Phường Lê Lợi - Thành phố  Bắc Giang - Bắc Giang	Bán lẻ nhiên liệu động cơ trong các cửa hàng chuyên doanh	2400112897	28-08-1998
Công Ty Cổ Phần Vật Tư Nông Nghiệp Sông Hồng	Bắc Giang	Số nhà 235, đường Giáp Hải - Phường Dĩnh Kế - Thành phố  Bắc Giang - Bắc Giang	Bán buôn chuyên doanh khác chưa được phân vào đâu	2400114340	28-08-1998
Công Ty CP Hữu Nghị Bắc Giang	Bắc Giang	02, đường Ngô Gia Tự - Phường Trần Phú - Thành phố  Bắc Giang - Bắc Giang	Dịch vụ lưu trú ngắn ngày	2400112537	28-08-1998
Công ty liên doanh khách sạn du lịch Hưng Giang	Bắc Giang	162 đường Xương Giang - Thành phố  Bắc Giang - Bắc Giang	Dịch vụ lưu trú ngắn ngày	2400114492	28-08-1998
